order_id,customer_id,restaurant_id,partner_id,order_date,order_amount,order_status
10407,Cust_201,Res_073,P_76,03-05-2022,572.41,Cancelled
10408,Cust_182,Res_102,P_05,25-07-2025,972.45,Cancelled
10409,Cust_482,Res_089,P_22,28-12-2022,1160.92,Delivered
10410,Cust_707,Res_050,P_13,27-05-2025,282.99,Delivered
10411,Cust_305,Res_032,P_103,19-08-2025,591.66,Delivered
10412,Cust_213,Res_067,P_46,21-05-2024,654.99,Delivered
10413,Cust_046,Res_048,P_104,25-07-2025,545.13,Cancelled
10414,Cust_686,Res_023,P_09,03-08-2022,531.35,Delivered
10415,Cust_051,Res_052,P_138,08-01-2024,204.88,Delivered
10416,Cust_256,Res_001,P_52,27-12-2024,869.82,Delivered
10417,Cust_327,Res_021,P_45,19-06-2023,608.03,Delivered
10418,Cust_795,Res_119,P_116,16-01-2023,354.53,Delivered
10419,Cust_025,Res_018,P_55,10-01-2021,1006.84,Delivered
10420,Cust_444,Res_112,P_89,28-12-2023,992.69,Delivered
10421,Cust_595,Res_072,P_44,03-07-2021,660.71,Delivered
10422,Cust_064,Res_079,P_70,24-03-2024,463.37,Delivered
10423,Cust_778,Res_054,P_27,27-08-2025,820,Delivered
10424,Cust_324,Res_021,P_115,25-07-2025,452.56,Delivered
10425,Cust_414,Res_041,P_142,03-08-2024,397.81,Delivered
10426,Cust_368,Res_063,P_114,03-10-2022,917.04,Delivered
10427,Cust_187,Res_081,P_83,05-03-2025,192.34,Delivered
10428,Cust_206,Res_030,P_67,03-08-2021,249.51,Delivered
10429,Cust_810,Res_102,P_78,14-02-2025,157.13,Delivered
10430,Cust_090,Res_085,P_97,11-09-2023,659.23,Delivered
10431,Cust_448,Res_094,P_99,06-02-2021,222.44,Delivered
10432,Cust_728,Res_006,P_148,23-08-2022,1195.59,Delivered
10433,Cust_540,Res_045,P_120,10-12-2025,453.25,Delivered
10434,Cust_693,Res_032,P_34,08-01-2024,306.73,Delivered
10435,Cust_701,Res_011,P_05,07-03-2025,403.05,Cancelled
10436,Cust_729,Res_111,P_149,20-12-2025,1132.93,Cancelled
10437,Cust_582,Res_069,P_15,22-04-2022,696.17,Delivered
10438,Cust_783,Res_042,P_107,01-04-2023,533.06,Delivered
10439,Cust_591,Res_078,P_01,23-02-2025,1067.06,Delivered
10440,Cust_626,Res_008,P_113,15-08-2023,564.74,Delivered
10441,Cust_116,Res_074,P_28,11-12-2021,501.76,Delivered
10442,Cust_452,Res_103,P_25,21-07-2024,367.65,Cancelled
10443,Cust_037,Res_100,P_42,03-03-2023,546.69,Delivered
10444,Cust_287,Res_019,P_02,04-04-2025,482.52,Cancelled
10445,Cust_425,Res_024,P_30,10-09-2021,861.17,Delivered
10446,Cust_556,Res_106,P_81,05-06-2024,454.06,Delivered
10447,Cust_795,Res_073,P_142,13-07-2022,756.06,Delivered
10448,Cust_513,Res_008,P_25,15-12-2023,219.19,Delivered
10449,Cust_374,Res_118,P_144,22-09-2023,350.85,Delivered
10450,Cust_069,Res_012,P_11,08-10-2021,577.78,Delivered
10451,Cust_379,Res_058,P_138,18-05-2022,1133.8,Delivered
10452,Cust_135,Res_120,P_136,14-11-2023,546.11,Delivered
10453,Cust_548,Res_025,P_14,20-10-2023,847.28,Delivered
10454,Cust_452,Res_063,P_02,20-11-2025,417.84,Delivered
10455,Cust_215,Res_063,P_25,18-04-2025,283.39,Delivered
10456,Cust_213,Res_035,P_82,25-02-2025,211.46,Delivered
10457,Cust_810,Res_063,P_88,15-06-2025,470.68,Delivered
10458,Cust_745,Res_027,P_140,26-05-2021,315.54,Delivered
10459,Cust_720,Res_012,P_63,25-01-2021,332.71,Refunded
10460,Cust_609,Res_028,P_15,26-11-2021,948.8,Delivered
10461,Cust_299,Res_118,P_103,11-11-2023,166.63,Delivered
10462,Cust_105,Res_043,P_42,10-11-2022,659.23,Delivered
10463,Cust_477,Res_022,P_133,15-09-2021,548.43,Cancelled
10464,Cust_748,Res_047,P_42,02-02-2023,681.88,Delivered
10465,Cust_703,Res_005,P_68,20-06-2021,740.97,Delivered
10466,Cust_796,Res_077,P_113,02-02-2023,479.04,Delivered
10467,Cust_317,Res_002,P_131,21-01-2021,459.86,Delivered
10468,Cust_394,Res_036,P_104,07-09-2022,920.07,Delivered
10469,Cust_339,Res_098,P_143,09-05-2023,1064.84,Delivered
10470,Cust_156,Res_038,P_85,26-03-2025,352.21,Delivered
10471,Cust_600,Res_052,P_104,24-02-2021,252.5,Refunded
10472,Cust_010,Res_083,P_68,13-01-2022,1092.69,Delivered
10473,Cust_400,Res_028,P_67,07-09-2025,517.39,Delivered
10474,Cust_528,Res_017,P_51,10-04-2025,728.88,Delivered
10475,Cust_152,Res_109,P_68,25-06-2023,527.52,Delivered
10476,Cust_393,Res_022,P_31,08-08-2021,282.09,Delivered
10477,Cust_352,Res_098,P_86,16-10-2025,768.8,Delivered
10478,Cust_456,Res_063,P_149,06-03-2023,701.4,Delivered
10479,Cust_081,Res_102,P_106,06-03-2025,363.14,Delivered
10480,Cust_113,Res_084,P_150,02-04-2021,624.46,Delivered
10481,Cust_578,Res_053,P_89,19-06-2024,986.79,Cancelled
10482,Cust_204,Res_037,P_102,06-11-2023,769.95,Delivered
10483,Cust_488,Res_013,P_136,14-04-2023,251.76,Delivered
10484,Cust_312,Res_022,P_75,09-09-2024,725.42,Delivered
10485,Cust_716,Res_115,P_01,05-12-2023,887.88,Delivered
10486,Cust_279,Res_074,P_38,01-11-2025,982.34,Delivered
10487,Cust_684,Res_042,P_17,02-10-2025,810.57,Cancelled
10488,Cust_223,Res_082,P_28,17-12-2024,310.29,Delivered
10489,Cust_073,Res_074,P_50,19-07-2024,895.68,Delivered
10490,Cust_256,Res_112,P_130,24-10-2022,861.21,Delivered
10491,Cust_379,Res_047,P_24,20-09-2022,175.65,Delivered
10492,Cust_418,Res_063,P_72,14-07-2023,582.34,Delivered
10493,Cust_793,Res_023,P_118,23-02-2021,499.6,Delivered
10494,Cust_045,Res_003,P_146,26-05-2024,852.88,Refunded
10495,Cust_155,Res_047,P_138,02-03-2023,376.94,Delivered
10496,Cust_603,Res_101,P_43,27-06-2024,770.42,Delivered
10497,Cust_569,Res_116,P_26,03-08-2025,1108.87,Refunded
10498,Cust_098,Res_031,P_126,23-06-2025,987.69,Delivered
10499,Cust_072,Res_081,P_13,05-06-2022,1117.53,Delivered
10500,Cust_222,Res_062,P_49,28-09-2023,659.23,Delivered
10501,Cust_669,Res_114,P_29,14-11-2024,161.2,Delivered
10502,Cust_518,Res_005,P_44,21-06-2022,659.23,Delivered
10503,Cust_354,Res_006,P_104,15-11-2023,583.48,Cancelled
10504,Cust_613,Res_104,P_22,28-08-2022,1052.85,Delivered
10505,Cust_715,Res_086,P_54,01-05-2021,414.41,Delivered
10506,Cust_575,Res_011,P_36,19-09-2021,1180.08,Delivered
10507,Cust_026,Res_050,P_48,17-08-2021,794.39,Cancelled
10508,Cust_083,Res_058,P_48,08-05-2023,983.21,Delivered
10509,Cust_530,Res_079,P_104,12-05-2023,239.88,Delivered
10510,Cust_726,Res_038,P_139,17-09-2025,342.63,Delivered
10511,Cust_754,Res_071,P_78,22-10-2023,946.32,Delivered
10512,Cust_740,Res_084,P_50,19-05-2024,659.23,Cancelled
10513,Cust_135,Res_088,P_85,05-02-2025,1007.72,Cancelled
10514,Cust_126,Res_100,P_40,06-11-2021,164.65,Delivered
10515,Cust_564,Res_067,P_93,21-05-2024,839.97,Delivered
10516,Cust_368,Res_104,P_50,17-06-2023,533.35,Delivered
10517,Cust_297,Res_069,P_82,23-06-2024,792.07,Delivered
10518,Cust_403,Res_004,P_36,09-01-2025,880.83,Delivered
10519,Cust_265,Res_007,P_74,06-07-2025,509.6,Delivered
10520,Cust_145,Res_044,P_140,27-01-2025,263.36,Delivered
10521,Cust_693,Res_054,P_139,13-05-2021,223.13,Refunded
10522,Cust_502,Res_103,P_14,27-05-2022,768.38,Delivered
10523,Cust_650,Res_019,P_113,16-07-2024,696.69,Cancelled
10524,Cust_649,Res_067,P_43,17-03-2021,929.31,Delivered
10525,Cust_587,Res_109,P_74,14-12-2023,685.22,Delivered
10526,Cust_505,Res_041,P_37,19-08-2021,593.57,Cancelled
10527,Cust_295,Res_014,P_110,16-09-2022,567.99,Delivered
10528,Cust_799,Res_045,P_82,15-10-2021,177.77,Delivered
10529,Cust_161,Res_091,P_16,13-01-2023,502.34,Delivered
10530,Cust_295,Res_036,P_16,15-02-2023,1174.82,Delivered
10531,Cust_596,Res_007,P_90,04-09-2023,1067.23,Cancelled
10532,Cust_494,Res_017,P_21,08-08-2021,495.85,Cancelled
10533,Cust_327,Res_007,P_67,28-11-2021,767.19,Delivered
10534,Cust_079,Res_049,P_31,11-05-2022,1039.66,Delivered
10535,Cust_296,Res_076,P_34,11-03-2021,613.34,Delivered
10536,Cust_746,Res_068,P_72,02-05-2025,168.86,Delivered
10537,Cust_292,Res_073,P_07,19-02-2022,228.24,Delivered
10538,Cust_106,Res_062,P_30,15-05-2021,685.91,Delivered
10539,Cust_749,Res_062,P_44,13-03-2025,1167.91,Delivered
10540,Cust_265,Res_063,P_109,25-04-2022,877.87,Delivered
10541,Cust_807,Res_049,P_135,07-08-2025,224.46,Delivered
10542,Cust_336,Res_082,P_30,16-05-2025,348.83,Delivered
10543,Cust_752,Res_054,P_61,24-10-2021,959.89,Delivered
10544,Cust_485,Res_060,P_34,14-04-2021,1033.51,Refunded
10545,Cust_204,Res_057,P_52,22-11-2022,798.58,Cancelled
10546,Cust_556,Res_025,P_79,19-12-2025,826.64,Delivered
10547,Cust_130,Res_069,P_117,11-03-2021,179.75,Delivered
10548,Cust_424,Res_057,P_04,24-04-2021,1019.96,Cancelled
10549,Cust_733,Res_003,P_95,05-07-2023,977.69,Cancelled
10550,Cust_386,Res_017,P_121,13-11-2024,421.99,Cancelled
10551,Cust_522,Res_089,P_56,22-01-2023,894.11,Delivered
10552,Cust_624,Res_045,P_55,23-02-2024,375.6,Refunded
10553,Cust_331,Res_049,P_74,10-09-2022,192.35,Delivered
10554,Cust_406,Res_075,P_92,18-02-2021,361.19,Delivered
10555,Cust_665,Res_058,P_46,11-10-2025,337.56,Cancelled
10556,Cust_579,Res_022,P_97,25-02-2025,504.64,Delivered
10557,Cust_007,Res_014,P_124,11-12-2025,589.37,Cancelled
10558,Cust_581,Res_088,P_114,28-10-2024,659.23,Delivered
10559,Cust_156,Res_012,P_12,05-05-2025,650.59,Refunded
10560,Cust_327,Res_073,P_124,15-05-2025,434.21,Delivered
10561,Cust_384,Res_034,P_87,05-11-2025,180.63,Refunded
10562,Cust_294,Res_011,P_143,04-03-2021,785.36,Delivered
10563,Cust_713,Res_101,P_44,06-11-2023,565.53,Delivered
10564,Cust_625,Res_119,P_66,18-02-2023,463.61,Delivered
10565,Cust_534,Res_012,P_112,11-03-2022,1060.29,Delivered
10566,Cust_534,Res_021,P_132,10-03-2023,934.08,Delivered
10567,Cust_048,Res_116,P_132,25-05-2024,1050.65,Delivered
10568,Cust_716,Res_088,P_10,18-09-2023,669.73,Delivered
10569,Cust_761,Res_015,P_65,26-02-2023,287.48,Delivered
10570,Cust_372,Res_063,P_128,11-08-2024,881.03,Delivered
10571,Cust_393,Res_019,P_29,17-08-2022,366.38,Refunded
10572,Cust_300,Res_074,P_03,22-12-2025,613.29,Delivered
10573,Cust_646,Res_064,P_82,05-10-2024,218.25,Delivered
10574,Cust_591,Res_022,P_41,06-11-2022,1016.57,Delivered
10575,Cust_005,Res_008,P_07,10-05-2021,282.24,Delivered
10576,Cust_308,Res_003,P_145,17-06-2025,1098.25,Delivered
10577,Cust_786,Res_055,P_72,20-02-2024,1057.44,Delivered
10578,Cust_360,Res_061,P_29,20-02-2023,637.81,Cancelled
10579,Cust_011,Res_116,P_17,14-12-2024,931.59,Delivered
10580,Cust_351,Res_007,P_114,27-11-2022,800.42,Delivered
10581,Cust_662,Res_081,P_115,02-12-2025,993.23,Delivered
10582,Cust_048,Res_120,P_63,13-12-2025,603.4,Delivered
10583,Cust_274,Res_005,P_135,23-04-2024,975.1,Delivered
10584,Cust_085,Res_056,P_110,14-06-2024,635.58,Delivered
10585,Cust_410,Res_093,P_20,14-04-2023,1138.01,Delivered
10586,Cust_178,Res_099,P_111,05-11-2022,660.69,Delivered
10587,Cust_565,Res_031,P_89,13-09-2025,635.75,Delivered
10588,Cust_208,Res_117,P_104,12-10-2024,974.33,Cancelled
10589,Cust_368,Res_012,P_141,03-07-2025,1012.66,Delivered
10590,Cust_454,Res_036,P_101,15-05-2021,732.21,Delivered
10591,Cust_069,Res_065,P_30,22-12-2021,338.79,Delivered
10592,Cust_743,Res_109,P_131,16-12-2021,641.15,Delivered
10593,Cust_372,Res_083,P_30,01-04-2023,1166.48,Cancelled
10594,Cust_135,Res_054,P_101,04-05-2022,659.23,Delivered
10595,Cust_676,Res_031,P_12,10-12-2021,1001.72,Delivered
10596,Cust_701,Res_101,P_127,28-01-2025,184.47,Cancelled
10597,Cust_097,Res_068,P_116,21-05-2021,641.25,Delivered
10598,Cust_001,Res_045,P_21,03-03-2024,828.95,Delivered
10599,Cust_311,Res_056,P_90,21-10-2024,659.23,Delivered
10600,Cust_197,Res_080,P_79,04-02-2023,201.74,Delivered
10601,Cust_084,Res_003,P_40,22-11-2024,1045.06,Delivered
10602,Cust_115,Res_083,P_128,14-08-2025,725.82,Cancelled
10603,Cust_726,Res_023,P_105,20-03-2022,357.18,Delivered
10604,Cust_672,Res_035,P_17,07-12-2022,483.12,Delivered
10605,Cust_557,Res_076,P_113,13-11-2025,446.03,Delivered
10606,Cust_689,Res_024,P_101,07-08-2024,707.4,Delivered
10607,Cust_809,Res_078,P_125,27-10-2021,204.27,Delivered
10608,Cust_195,Res_007,P_92,02-09-2023,316.46,Delivered
10609,Cust_690,Res_002,P_133,06-04-2023,1003.33,Cancelled
10610,Cust_511,Res_101,P_67,28-03-2024,289.23,Cancelled
10611,Cust_129,Res_101,P_43,27-01-2023,395.07,Refunded
10612,Cust_779,Res_005,P_119,07-11-2021,626.04,Cancelled
10613,Cust_171,Res_102,P_73,06-05-2025,692.98,Delivered
10614,Cust_758,Res_089,P_87,08-05-2022,951.79,Delivered
10615,Cust_199,Res_009,P_46,12-06-2024,619.7,Cancelled
10616,Cust_380,Res_024,P_148,20-06-2022,979.36,Delivered
10617,Cust_598,Res_116,P_128,10-11-2025,799.26,Delivered
10618,Cust_278,Res_016,P_95,25-04-2024,268.75,Delivered
10619,Cust_122,Res_093,P_150,12-07-2023,314.15,Delivered
10620,Cust_088,Res_048,P_149,19-11-2023,608.89,Cancelled
10621,Cust_656,Res_045,P_61,19-04-2025,566.73,Delivered
10622,Cust_014,Res_108,P_84,11-01-2025,930.72,Delivered
10623,Cust_328,Res_068,P_04,03-06-2022,759.77,Refunded
10624,Cust_027,Res_078,P_103,27-12-2021,557.54,Delivered
10625,Cust_580,Res_028,P_141,24-07-2021,329.3,Delivered
10626,Cust_525,Res_096,P_07,10-02-2025,388.18,Delivered
10627,Cust_743,Res_017,P_92,03-07-2022,754.28,Cancelled
10628,Cust_498,Res_080,P_118,24-09-2023,594.61,Delivered
10629,Cust_127,Res_102,P_148,11-06-2024,690.67,Delivered
10630,Cust_411,Res_116,P_85,13-06-2021,329.21,Delivered
10631,Cust_516,Res_037,P_136,12-08-2025,846.05,Delivered
10632,Cust_312,Res_048,P_126,13-04-2021,1045.17,Cancelled
10633,Cust_770,Res_040,P_32,26-06-2023,420.84,Cancelled
10634,Cust_410,Res_092,P_22,08-12-2021,666.09,Delivered
10635,Cust_123,Res_039,P_54,16-12-2024,1174.3,Delivered
10636,Cust_262,Res_044,P_139,08-02-2022,499.9,Refunded
10637,Cust_307,Res_011,P_99,01-03-2022,774.8,Cancelled
10638,Cust_763,Res_017,P_01,05-01-2024,244.71,Cancelled
10639,Cust_019,Res_060,P_118,11-12-2024,659.23,Cancelled
10640,Cust_150,Res_044,P_59,18-02-2021,244.11,Delivered
10641,Cust_561,Res_090,P_80,06-09-2025,1157.2,Delivered
10642,Cust_033,Res_058,P_72,09-12-2022,901.45,Delivered
10643,Cust_607,Res_085,P_18,21-03-2023,977.57,Delivered
10644,Cust_254,Res_084,P_33,26-07-2021,889.31,Delivered
10645,Cust_665,Res_051,P_51,11-05-2022,769.22,Delivered
10646,Cust_178,Res_036,P_119,05-07-2023,622.41,Delivered
10647,Cust_044,Res_030,P_143,20-12-2023,1051.29,Delivered
10648,Cust_151,Res_110,P_108,17-06-2025,1154.68,Delivered
10649,Cust_168,Res_029,P_12,19-12-2025,673.99,Delivered
10650,Cust_665,Res_011,P_55,26-06-2021,1128.11,Delivered
10651,Cust_077,Res_024,P_29,16-11-2023,762.5,Delivered
10652,Cust_458,Res_072,P_78,24-01-2024,715.3,Delivered
10653,Cust_284,Res_045,P_123,14-04-2025,627.21,Refunded
10654,Cust_786,Res_102,P_62,21-01-2021,369.75,Delivered
10655,Cust_134,Res_100,P_74,08-11-2021,153.91,Delivered
10656,Cust_121,Res_022,P_45,20-08-2023,403.58,Delivered
10657,Cust_260,Res_017,P_13,22-02-2023,685.21,Delivered
10658,Cust_559,Res_068,P_19,23-02-2024,548.96,Delivered
10659,Cust_638,Res_096,P_48,03-05-2024,620.91,Delivered
10660,Cust_378,Res_004,P_69,22-10-2022,1179.68,Delivered
10661,Cust_441,Res_112,P_07,05-09-2022,517.79,Delivered
10662,Cust_655,Res_098,P_35,19-08-2021,624.79,Delivered
10663,Cust_644,Res_044,P_34,04-02-2025,290.19,Cancelled
10664,Cust_188,Res_048,P_40,27-12-2021,200.36,Cancelled
10665,Cust_214,Res_092,P_65,04-01-2024,964.18,Delivered
10666,Cust_473,Res_116,P_15,13-06-2021,749.22,Delivered
10667,Cust_475,Res_104,P_113,13-12-2024,948.74,Delivered
10668,Cust_670,Res_061,P_105,11-11-2024,307.36,Delivered
10669,Cust_594,Res_009,P_63,18-11-2021,750.42,Delivered
10670,Cust_071,Res_039,P_110,08-03-2025,416.32,Delivered
10671,Cust_052,Res_040,P_54,07-05-2023,389.46,Delivered
10672,Cust_765,Res_084,P_58,07-11-2022,162.1,Delivered
10673,Cust_760,Res_001,P_73,18-10-2022,286.86,Delivered
10674,Cust_137,Res_086,P_149,22-08-2025,474.73,Cancelled
10675,Cust_645,Res_030,P_86,09-07-2023,272.72,Delivered
10676,Cust_048,Res_007,P_53,13-06-2024,1185.15,Cancelled
10677,Cust_389,Res_048,P_47,18-02-2023,474.06,Delivered
10678,Cust_200,Res_055,P_128,14-03-2023,286.84,Cancelled
10679,Cust_287,Res_006,P_106,09-04-2024,359.04,Delivered
10680,Cust_297,Res_080,P_34,20-10-2023,767.09,Delivered
10681,Cust_060,Res_110,P_53,09-05-2023,217.25,Delivered
10682,Cust_631,Res_002,P_65,05-01-2022,1055.56,Delivered
10683,Cust_167,Res_001,P_81,05-08-2024,1159.57,Cancelled
10684,Cust_674,Res_094,P_72,12-11-2022,409.08,Delivered
10685,Cust_528,Res_090,P_35,11-08-2022,622.6,Delivered
10686,Cust_488,Res_073,P_34,03-08-2021,173.24,Delivered
10687,Cust_535,Res_039,P_95,23-10-2023,822.75,Delivered
10688,Cust_228,Res_028,P_28,12-02-2025,584.62,Delivered
10689,Cust_393,Res_052,P_125,04-01-2024,433.56,Delivered
10690,Cust_590,Res_088,P_118,07-10-2022,367.18,Delivered
10691,Cust_687,Res_112,P_90,01-06-2023,836.72,Cancelled
10692,Cust_268,Res_085,P_45,21-03-2025,587.03,Refunded
10693,Cust_584,Res_120,P_87,14-03-2021,338.64,Delivered
10694,Cust_080,Res_018,P_41,26-06-2021,873.56,Delivered
10695,Cust_510,Res_030,P_86,04-10-2023,743.33,Delivered
10696,Cust_732,Res_113,P_43,08-05-2023,1051.61,Delivered
10697,Cust_482,Res_099,P_132,08-01-2023,273.35,Delivered
10698,Cust_308,Res_109,P_65,10-01-2025,974.95,Refunded
10699,Cust_290,Res_062,P_128,19-02-2021,857.19,Delivered
10700,Cust_683,Res_085,P_53,19-06-2025,270.76,Refunded
10701,Cust_013,Res_007,P_75,25-01-2023,879.56,Cancelled
10702,Cust_204,Res_021,P_61,26-12-2021,613.62,Cancelled
10703,Cust_490,Res_052,P_139,22-09-2025,1142.23,Cancelled
10704,Cust_270,Res_077,P_85,15-02-2022,298.69,Delivered
10705,Cust_520,Res_116,P_44,08-10-2024,824.98,Delivered
10706,Cust_651,Res_116,P_105,08-06-2025,551.08,Delivered
10707,Cust_258,Res_109,P_122,23-06-2024,1154.66,Delivered
10708,Cust_017,Res_120,P_107,17-10-2023,496.47,Delivered
10709,Cust_126,Res_002,P_122,09-08-2021,659.23,Delivered
10710,Cust_206,Res_091,P_29,15-06-2024,1096.56,Delivered
10711,Cust_016,Res_059,P_89,01-07-2022,433.9,Refunded
10712,Cust_269,Res_054,P_118,14-06-2022,993.72,Cancelled
10713,Cust_807,Res_056,P_62,24-07-2023,1195.38,Delivered
10714,Cust_515,Res_066,P_07,17-05-2022,415.3,Delivered
10715,Cust_127,Res_083,P_01,05-06-2022,608.62,Delivered
10716,Cust_697,Res_053,P_117,04-01-2025,696.19,Delivered
10717,Cust_330,Res_046,P_35,15-02-2021,459.68,Delivered
10718,Cust_635,Res_084,P_48,06-01-2024,166.03,Delivered
10719,Cust_782,Res_075,P_31,27-06-2021,381.14,Delivered
10720,Cust_743,Res_050,P_89,23-04-2021,446.03,Cancelled
10721,Cust_055,Res_106,P_39,24-03-2025,615.78,Cancelled
10722,Cust_697,Res_063,P_71,28-10-2024,329.66,Delivered
10723,Cust_744,Res_041,P_127,05-03-2021,1066.92,Delivered
10724,Cust_357,Res_109,P_143,26-06-2021,890.16,Delivered
10725,Cust_699,Res_047,P_79,08-12-2024,239.46,Delivered
10726,Cust_003,Res_083,P_15,13-04-2024,832.6,Delivered
10727,Cust_085,Res_050,P_135,24-11-2025,836.34,Delivered
10728,Cust_457,Res_093,P_37,02-11-2025,1154.03,Delivered
10729,Cust_499,Res_056,P_100,25-08-2021,153.17,Delivered
10730,Cust_223,Res_070,P_66,03-02-2024,410.33,Delivered
10731,Cust_392,Res_050,P_106,10-07-2024,1124.18,Delivered
10732,Cust_459,Res_106,P_134,24-07-2022,1128.74,Delivered
10733,Cust_002,Res_073,P_01,27-06-2025,906.62,Delivered
10734,Cust_805,Res_030,P_106,01-01-2022,954.05,Cancelled
10735,Cust_266,Res_031,P_75,18-08-2024,246.06,Delivered
10736,Cust_792,Res_010,P_104,07-10-2024,689.57,Cancelled
10737,Cust_155,Res_068,P_04,04-09-2023,393.16,Delivered
10738,Cust_035,Res_100,P_130,04-01-2022,340.28,Delivered
10739,Cust_595,Res_080,P_47,03-04-2021,1000.82,Delivered
10740,Cust_047,Res_053,P_28,06-12-2023,291.79,Delivered
10741,Cust_004,Res_029,P_52,17-10-2023,642.08,Delivered
10742,Cust_642,Res_093,P_38,09-04-2025,1135.51,Delivered
10743,Cust_163,Res_055,P_44,08-04-2022,345.12,Delivered
10744,Cust_019,Res_050,P_98,03-08-2023,659.23,Delivered
10745,Cust_037,Res_010,P_129,21-09-2025,1194,Delivered
10746,Cust_524,Res_004,P_121,07-09-2024,733.4,Delivered
10747,Cust_638,Res_106,P_116,27-02-2024,328.65,Delivered
10748,Cust_383,Res_103,P_97,21-05-2025,481.91,Delivered
10749,Cust_288,Res_028,P_84,23-11-2025,595.72,Delivered
10750,Cust_748,Res_079,P_42,27-06-2025,474.79,Delivered
10751,Cust_381,Res_096,P_54,11-08-2024,444.67,Delivered
10752,Cust_345,Res_011,P_74,14-01-2024,1170.84,Delivered
10753,Cust_568,Res_008,P_03,22-08-2023,311.03,Delivered
10754,Cust_672,Res_002,P_68,13-06-2025,919.99,Delivered
10755,Cust_255,Res_098,P_68,01-04-2022,150.43,Delivered
10756,Cust_079,Res_004,P_50,16-05-2023,775.99,Delivered
10757,Cust_131,Res_023,P_138,11-02-2022,1111.74,Delivered
10758,Cust_090,Res_022,P_14,01-02-2024,452.33,Delivered
10759,Cust_480,Res_084,P_10,19-03-2025,344.8,Delivered
10760,Cust_492,Res_080,P_90,21-06-2024,834.26,Delivered
10761,Cust_581,Res_059,P_116,26-12-2025,898.23,Delivered
10762,Cust_126,Res_040,P_56,18-08-2025,872.43,Delivered
10763,Cust_106,Res_083,P_53,18-02-2023,485.28,Delivered
10764,Cust_350,Res_042,P_106,25-11-2023,414.81,Delivered
10765,Cust_250,Res_017,P_123,07-04-2025,1153.71,Delivered
10766,Cust_514,Res_076,P_71,09-10-2024,1119.46,Delivered
10767,Cust_130,Res_003,P_126,25-07-2021,630.18,Delivered
10768,Cust_506,Res_031,P_53,14-10-2021,1038.5,Delivered
10769,Cust_409,Res_012,P_124,21-08-2024,624.94,Delivered
10770,Cust_450,Res_077,P_17,04-07-2024,595.61,Delivered
10771,Cust_693,Res_070,P_01,17-11-2023,314.6,Cancelled
10772,Cust_314,Res_002,P_131,01-12-2022,597.73,Delivered
10773,Cust_437,Res_037,P_84,25-09-2025,714.29,Delivered
10774,Cust_787,Res_112,P_40,22-11-2021,173.63,Delivered
10775,Cust_512,Res_057,P_90,09-07-2021,616.32,Delivered
10776,Cust_273,Res_116,P_28,05-10-2021,970.42,Delivered
10777,Cust_799,Res_119,P_55,22-01-2021,864.05,Cancelled
10778,Cust_478,Res_097,P_04,26-11-2022,816.91,Delivered
10779,Cust_401,Res_040,P_106,15-01-2024,1105.03,Delivered
10780,Cust_615,Res_109,P_21,05-02-2021,168.93,Delivered
10781,Cust_149,Res_046,P_50,04-05-2024,734.9,Refunded
10782,Cust_016,Res_116,P_150,03-11-2025,976.72,Delivered
10783,Cust_028,Res_025,P_87,20-06-2024,718.4,Delivered
10784,Cust_721,Res_010,P_68,16-02-2021,490.09,Delivered
10785,Cust_117,Res_004,P_12,17-09-2023,293.06,Delivered
10786,Cust_521,Res_003,P_138,03-05-2024,1081.94,Delivered
10787,Cust_466,Res_090,P_04,20-12-2023,644.3,Delivered
10788,Cust_798,Res_112,P_90,24-11-2022,1072.02,Delivered
10789,Cust_577,Res_106,P_111,11-07-2023,765.14,Delivered
10790,Cust_425,Res_056,P_06,26-05-2023,857.9,Delivered
10791,Cust_671,Res_102,P_89,16-10-2025,994.47,Delivered
10792,Cust_253,Res_061,P_96,03-12-2022,842.11,Delivered
10793,Cust_576,Res_035,P_108,09-07-2024,567.96,Cancelled
10794,Cust_708,Res_113,P_61,26-11-2024,689.32,Delivered
10795,Cust_542,Res_036,P_113,25-04-2025,993.2,Refunded
10796,Cust_506,Res_034,P_143,27-09-2023,542.33,Cancelled
10797,Cust_179,Res_039,P_52,21-11-2021,557.53,Delivered
10798,Cust_564,Res_118,P_121,02-12-2022,250.47,Delivered
10799,Cust_162,Res_038,P_150,16-04-2022,1110.31,Delivered
10800,Cust_514,Res_013,P_96,06-06-2023,245.59,Delivered
10801,Cust_422,Res_076,P_121,22-09-2022,830.62,Delivered
10802,Cust_238,Res_044,P_112,11-07-2022,583.85,Delivered
10803,Cust_071,Res_006,P_17,19-01-2025,575.9,Delivered
10804,Cust_048,Res_100,P_122,23-03-2023,863.53,Delivered
10805,Cust_547,Res_077,P_115,23-03-2024,220.45,Delivered
10806,Cust_410,Res_038,P_76,02-06-2022,773.39,Cancelled
10807,Cust_010,Res_116,P_85,24-07-2023,960.63,Delivered
10808,Cust_543,Res_002,P_64,09-07-2024,1019.62,Refunded
10809,Cust_084,Res_007,P_83,11-10-2023,659.23,Delivered
10810,Cust_386,Res_072,P_14,04-09-2021,1092.29,Refunded
10811,Cust_175,Res_026,P_91,28-05-2024,838.95,Delivered
10812,Cust_789,Res_096,P_133,21-12-2021,659.23,Delivered
10813,Cust_294,Res_098,P_107,16-10-2024,659.54,Delivered
